Date,Close,High,Low,Open,Volume,Ticker,Return,Volatility_5d,Volatility_21d,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,SMA_20,SMA_50,SMA_200
2015-10-16,24.98184967041016,25.19783087190773,24.86710906707938,25.14833485806049,156930400,AAPL,-0.007330305130137216,0.17466779414425626,0.20612564861452806,47.28482692318139,-0.1371471073553039,-0.16023279245127509,0.023085685095971198,0.5766432157828001,25.145970630645756,25.27603187561035,27.142403745651244
2015-10-19,25.137081146240234,25.14158000262894,24.772611985992626,24.927849136620136,119036800,AAPL,0.006213770312369693,0.18077774077240424,0.2073455820621813,49.31673272274001,-0.11943103865447924,-0.15207244169191592,0.03264140303743668,0.5618092729866226,25.106823921203617,25.25897834777832,27.146646242141724
2015-10-20,25.596044540405277,25.68603713225484,24.93235239388829,25.049341561766585,195871200,AAPL,0.01825842035894798,0.2223796600980302,0.2102389775980169,54.85712020316069,-0.06757742587964799,-0.13517343852946234,0.06759601264981435,0.5755146633709031,25.110985755920414,25.232205657958986,27.15660478591919
2015-10-21,25.59379005432129,26.00325462195094,25.580290052961384,25.64778491036434,167180800,AAPL,-8.807947182731812e-05,0.16738779679047872,0.20284732218134655,54.82541637774209,-0.026361107913139392,-0.11341097240619775,0.08704986449305836,0.5646182280579497,25.10468616485596,25.233420486450196,27.166540966033935
2015-10-22,25.985258102416992,25.985258102416992,25.670284933640016,25.72203122450012,166616400,AAPL,0.015295430933239595,0.1684452039676222,0.20782964953196367,59.231354470624986,0.03745951094476041,-0.08323687573600612,0.12069638668076653,0.5522503580606464,25.110310840606694,25.234590301513673,27.176779384613038
2015-10-23,26.79068756103516,26.82443499092856,26.171990973363176,26.25523268843925,237467600,AAPL,0.030995630501097438,0.18911195446214413,0.2326279063925578,66.475983488557,0.1512853143164179,-0.03633243772552131,0.1876177520419392,0.5727451102357122,25.1594690322876,25.252273712158203,27.186446285247804
2015-10-26,25.935762405395508,26.57695675014961,25.854769254851234,26.565708750414164,265335200,AAPL,-0.031911280876683046,0.3835003775758128,0.26010492756134473,55.252512910597474,0.1705418679119468,0.005042423401972314,0.1654994445099745,0.5986860528034417,25.191416072845463,25.24921401977539,27.19170528411865
2015-10-27,25.771522521972656,26.2192333329592,25.645532247593174,25.96275564493954,279537600,AAPL,-0.006332564312382938,0.37569704481204597,0.25098514815479855,53.38768522708788,0.17058365717485913,0.03815067015654968,0.13243298701830944,0.5969014122721976,25.25317325592041,25.237469902038573,27.19920883178711
2015-10-28,26.833438873291016,26.84018973399438,26.11125125996953,26.3069850251835,342205600,AAPL,0.04120502971498774,0.4672749945860095,0.2610524005119836,62.25748593409105,0.2533837006378654,0.08119727625281284,0.17218642438505258,0.6305989693971636,25.354077053070068,25.249933853149415,27.2109445476532
2015-10-29,27.11691665649414,27.152914383318137,26.60845992213477,26.70520166739165,204909200,AAPL,0.010564347884806091,0.46500342783895493,0.2607960296290222,64.21509711771324,0.3379815783571338,0.13255413667367705,0.20542744168345678,0.6244457902390353,25.477254009246828,25.274771728515624,27.224564170837404
2015-10-30,26.88518524169922,27.272152199310536,26.87393552363094,27.22040589924884,197461200,AAPL,-0.008545640263249665,0.4300760771564765,0.26194871234289613,61.41100432957723,0.38192462805831084,0.1824282349506038,0.19949639310770703,0.6082865677705039,25.57984504699707,25.305594215393068,27.240335273742676
2015-11-02,27.26315116882324,27.303647748441023,26.90993166967153,27.17765915250387,128813200,AAPL,0.01405852047237488,0.31759501125050166,0.26397398597282573,64.16000942340779,0.44215165402714973,0.234372918765913,0.20777873526123672,0.594727706268454,25.69683485031128,25.374978332519532,27.258918170928954
2015-11-03,27.57587432861328,27.782856085589344,27.155159954277803,27.17540910249606,182076000,AAPL,0.011470543439881409,0.2824495780279469,0.26501107966298676,66.2991762893099,0.509245881945791,0.28934751140188864,0.21989837054390238,0.5970825937715316,25.823498916625976,25.46249588012695,27.276032209396362
2015-11-04,27.447633743286133,27.857098374732264,27.362141731521618,27.701861208390525,179544400,AAPL,-0.004650463075039579,0.16470867922751026,0.26709684463704875,64.59648546602916,0.5457791946542869,0.3406338480523683,0.20514534660191863,0.5897878830171825,25.94971284866333,25.544658851623534,27.29158311843872
2015-11-05,27.32110595703125,27.72102718598081,27.153908137397007,27.53123362212002,158210800,AAPL,-0.0046097884953683055,0.16519994288609702,0.2670310389088936,62.8805955944853,0.5580890698710483,0.3841248924161043,0.17396417745494402,0.5881686805576553,26.083999347686767,25.597518424987793,27.303335638046264
2015-11-06,27.35274124145508,27.52219900078769,27.25332719483977,27.364039114935974,132169200,AAPL,0.0011579064359101832,0.1403559143329189,0.26095226311329045,63.144202541121864,0.563897182033422,0.42007935033956784,0.14381783169385415,0.5653617609426742,26.19039487838745,25.636476974487305,27.314602060317995
2015-11-09,27.242023468017575,27.52219308724792,27.12453353860263,27.330141346032065,135485600,AAPL,-0.004047776142805937,0.11000564274700561,0.2534380207368017,61.49813341538882,0.5531893314928737,0.44670134657022903,0.10648798492264472,0.553383031492861,26.297104263305663,25.671556282043458,27.32518159866333
2015-11-10,26.38343811035156,26.67716553216662,26.22301833265088,26.41281188682097,236511600,AAPL,-0.03151694508574243,0.20584246802451855,0.28037431425002685,50.50337261633899,0.47000469833256275,0.4513620169226958,0.018642681409866968,0.5866417531981349,26.35874710083008,25.69184871673584,27.335866966247558
2015-11-11,26.23431205749512,26.530297627782343,26.030962468674048,26.29305787733518,180872000,AAPL,-0.0056522600364934394,0.20471034845378816,0.2817954519400286,48.869142177721464,0.38757927841120576,0.4386054692203978,-0.05102619080919202,0.5804055679060036,26.4307071685791,25.731836624145508,27.33895309448242
2015-11-12,26.146202087402344,26.39473978267381,26.1303860992618,26.268211877549444,130102400,AAPL,-0.0033585774957496373,0.20655971705508772,0.2763647631227633,47.88324259918961,0.3115553845234089,0.413195452281,-0.1016400677575911,0.5578304332992899,26.47970094680786,25.749274253845215,27.337610912322997
2015-11-13,25.38251304626465,26.112311915941067,25.36669705707976,26.028712130927502,183249600,AAPL,-0.029208411936265555,0.22690648431196364,0.29344222417252946,40.2952336901653,0.18752095287357307,0.36806055239951463,-0.18053959952594156,0.5736643330866679,26.499734115600585,25.760302314758302,27.33438307762146
2015-11-16,25.79824447631836,25.81180054288384,25.079743643524324,25.16560160479429,152426800,AAPL,0.01637865522991988,0.3163503245798786,0.2968730794753537,45.37043213906667,0.12136974924480981,0.31872239176857364,-0.19735264252376383,0.5849780878204428,26.53279228210449,25.784594688415527,27.331601037979127
2015-11-17,25.687536239624023,25.99481976688335,25.603936461653355,25.96544598671921,110467600,AAPL,-0.004291308922045545,0.2567624753015089,0.29709036937601124,44.29071869007083,0.059327325819367616,0.2668433785787324,-0.2075160527593648,0.5711141747782679,26.53736686706543,25.79299392700195,27.32824323654175
2015-11-18,26.500932693481445,26.54612073698811,26.09649332598733,26.15523916159669,186698800,AAPL,0.031665024090661076,0.36621101816757184,0.3101340327999298,53.118372606468,0.07492882143969481,0.22846046715092488,-0.15353164571123007,0.5916477692486836,26.582723999023436,25.82738037109375,27.327941598892213
