Date,Close,High,Low,Open,Volume,Ticker,Return,Volatility_5d,Volatility_21d,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,SMA_20,SMA_50,SMA_200
2015-10-16,4886.68994140625,4886.9501953125,4851.27978515625,4872.35986328125,1855290000,NASDAQ,0.003406468741368185,0.15936884139501048,0.19917817771316498,58.53244154660258,14.155158293475324,-9.251242445094597,23.40640073856992,77.5577853800373,4745.631030273437,4807.792822265625,4919.3521020507815
2015-10-19,4905.47021484375,4915.490234375,4865.830078125,4873.5400390625,1619920000,NASDAQ,0.0038431481560492475,0.15953467171510807,0.19321220393301597,59.83919618832161,21.396250062000945,-3.1217439436754884,24.517994005676435,75.56509758503464,4749.45703125,4805.03142578125,4920.245402832032
2015-10-20,4880.97021484375,4909.3701171875,4866.60009765625,4900.02001953125,1711700000,NASDAQ,-0.0049944243725839055,0.14422501733364723,0.19426601804116714,57.30227874070003,24.871222244612,2.47684929398201,22.39437295062999,73.22259200976431,4755.66953125,4800.614833984375,4921.387404785156
2015-10-21,4840.1201171875,4904.85009765625,4836.4599609375,4903.97998046875,1895390000,NASDAQ,-0.008369257720938106,0.163577546567652,0.18889194973509613,53.248676770421554,24.051648816876877,6.791809198560983,17.259839618315894,72.87741663183472,4760.038525390625,4796.681435546875,4922.624304199218
2015-10-22,4920.0498046875,4926.990234375,4861.7998046875,4875.9599609375,2156040000,NASDAQ,0.016513988406231084,0.15317927421150715,0.19630413648009074,59.31351329029445,29.511597426862863,11.33576684422136,18.175830582641503,73.87689524295367,4769.3170166015625,4794.19462890625,4923.972202148438
2015-10-23,5031.85986328125,5048.5498046875,4999.5400390625,5024.3798828125,2178270000,NASDAQ,0.02272539161843956,0.2133146131012805,0.20803911809990255,65.96486755283203,42.37234135467952,17.543081746312993,24.829259608366527,77.7785455827427,4786.585009765625,4794.160625,4925.450551757813
2015-10-26,5034.7001953125,5045.16015625,5012.740234375,5030.7998046875,1758690000,NASDAQ,0.0005644696212581124,0.21659341082220238,0.20277152616859417,66.11640580759989,52.19212628802961,24.472890654656318,27.719235633373295,74.5386438893325,4811.121508789062,4793.88982421875,4927.103703613281
2015-10-27,5030.14990234375,5040.080078125,5009.06982421875,5018.990234375,1986840000,NASDAQ,-0.0009037862816512199,0.20604920866056875,0.16232640789502115,65.61239982649936,58.92792158259999,31.363896840245054,27.56402474235494,71.42947317625519,4836.763012695313,4792.658818359375,4928.930903320313
2015-10-28,5095.68994140625,5095.68994140625,5019.60009765625,5040.3798828125,2141130000,NASDAQ,0.01302944054052202,0.16280512070346284,0.15971059417919842,69.24856692672418,68.76197603680612,38.843512679557264,29.918463357248854,71.76235678866553,4860.539501953125,4793.385615234375,4931.101853027344
2015-10-29,5074.27001953125,5084.6298828125,5066.89013671875,5071.0400390625,1928310000,NASDAQ,-0.0042035371306538005,0.1792796045179701,0.1506853661614423,66.76383737581925,73.97439557600683,45.869689258847174,28.104706317159653,68.6936030671537,4882.898999023438,4794.49001953125,4933.276604003906
