Date,Close,High,Low,Open,Volume,Ticker,Return,Volatility_5d,Volatility_21d,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,SMA_20,SMA_50,SMA_200
2015-10-16,41.467132568359375,41.493319088807766,40.93472215191433,41.03945824520675,26450300,MSFT,0.010635963688968575,0.10633082379466223,0.17344366819440857,66.66709468064414,0.7360973466458489,0.5795413683865137,0.1565559782593352,0.7819881489464983,39.744642448425296,39.097271118164066,38.76195583343506
2015-10-19,41.56314849853516,41.79008062034265,41.03946462121167,41.38858609626036,29387600,MSFT,0.0023154706927830393,0.10012930413099623,0.1561703211447067,67.30228048212122,0.7594798396357874,0.6155290626363684,0.14395077699941894,0.7797472811025326,39.897821235656735,39.117978057861336,38.76977807998657
2015-10-20,41.69406127929688,41.72897441740119,41.03945492259146,41.40603288418644,30802200,MSFT,0.0031497320460776024,0.08999839389013188,0.1518067012973803,68.1922676779441,0.7795876005332758,0.6483407702157499,0.13124683031752593,0.7733024392244753,40.06671009063721,39.13107124328614,38.78009401321411
2015-10-21,41.196571350097656,41.88609102291763,41.11801843383334,41.8249913507112,25144300,MSFT,-0.011931913417277284,0.1364406547687245,0.1588010506265901,61.357540745036346,0.7467715487586304,0.668026925924326,0.07874462283430439,0.7729288785001763,40.21203269958496,39.15016906738282,38.790830821990966
2015-10-22,41.920989990234375,42.72397551860171,41.10055122232654,41.484585752719546,56637100,MSFT,0.017584440073433516,0.17486193718251858,0.16521011688619355,66.60613215877754,0.7703391313533956,0.68848936701014,0.08184976434325564,0.8336785511983905,40.391831398010254,39.17803283691407,38.802709102630615
2015-10-23,46.145389556884766,47.19276053840761,45.60424915940651,45.64788892332401,135227100,MSFT,0.1007705106113781,0.7151358083102589,0.3718082652367782,81.97827521048741,1.1170141072917446,0.7741943150664609,0.3428197922252837,1.1506851224108796,40.781540870666504,39.29055778503418,38.82989263534546
2015-10-26,47.34986877441406,47.41096511292422,45.82245365265877,45.84863684644863,64633300,MSFT,0.02610183225443352,0.6926811019100205,0.3749455628359169,84.21012692812486,1.4719798624048437,0.9137514245341374,0.5582284378707063,1.1819584322576342,41.259840393066405,39.42249015808106,38.864809379577636
2015-10-27,46.861087799072266,47.45459785344553,46.76508165955621,47.12293301620771,50999900,MSFT,-0.01032275248048653,0.7277848266128285,0.37147386219449574,79.88655826143889,1.6943211612564468,1.0698653718785993,0.6244557893778475,1.1467839866598974,41.70715484619141,39.53909721374512,38.899805603027346
2015-10-28,47.11420822143555,47.11420822143555,46.136663513542096,46.73017363285256,47000800,MSFT,0.005401505476112511,0.682184526061163,0.371068629428619,80.44644645556761,1.8694036238357512,1.2297730222700296,0.6396306015657216,1.1346954667480085,42.131340408325194,39.65622833251953,38.93709392547608
2015-10-29,46.57306289672852,46.98328396425038,46.45087023733909,46.73016869580072,30202100,MSFT,-0.011485820204462649,0.7387680091411755,0.37743404715846424,75.60120899386844,1.9421044603661457,1.372239309889253,0.5698651504768928,1.1010270751300406,42.51319408416748,39.774057464599615,38.97338735580444
2015-10-30,45.94464492797852,47.12293855508511,45.927188356150936,46.538155052113545,46619800,MSFT,-0.013493163851891365,0.2665954634133841,0.3855503870592812,70.30558212120884,1.92680135233023,1.4831517183774483,0.4436496339527818,1.1077930125446218,42.821732139587404,39.89590148925782,39.00859167098999
2015-11-02,46.46830749511719,46.5730435411373,45.92716404343237,46.12790951892879,30285000,MSFT,0.011397684495321414,0.1794527601000206,0.3827218473647023,72.06178586098076,1.9346275396826158,1.5734468826384818,0.36118065704413405,1.0747991900560725,43.11019496917724,40.07343063354492,39.043163757324216
2015-11-03,47.262577056884766,47.472049212199,46.17156653691512,46.19774972395443,36596900,MSFT,0.017092715542760706,0.2172758425099414,0.3801495170029949,74.52300020736253,1.982072665302752,1.6551720391713358,0.32690062613141624,1.0909194390009158,43.433133888244626,40.29110893249512,39.081065578460695
2015-11-04,47.48078155517578,47.899729216430266,47.18402654559968,47.28876262853829,37087800,MSFT,0.0046168557001957655,0.2165225946045697,0.37988816185353375,75.1701507823774,2.0140636762328796,1.7269503665836445,0.2871133096492351,1.0641182412744639,43.76480083465576,40.5342734527588,39.12206867218018
2015-11-05,47.46333312988281,47.74263161863934,47.1316649259217,47.55934260967423,31468500,MSFT,-0.00036748395290608915,0.18639836470520013,0.3802272272154619,75.00608018850849,2.014783668804533,1.7845170270278223,0.23026664177671075,1.031750273520405,44.067229652404784,40.73798706054688,39.15780935287476
2015-11-06,47.93463516235352,47.98700486435346,47.09673990735311,47.210205930269765,32851200,MSFT,0.009929813213517935,0.10589053292250059,0.3796272399341696,76.49823397281011,2.0299840112295087,1.8336104238681596,0.19637358736134902,1.021644179483258,44.40806121826172,40.9303540802002,39.195692653656
2015-11-09,47.27131271362305,47.8910060083618,46.74762889571716,47.61170752821192,32513100,MSFT,-0.013838061904170473,0.1849425690444883,0.3835026297625463,70.15048214928996,1.9658447791995854,1.8600572949344447,0.10578748426514073,1.033455757137051,44.72052707672119,41.108930892944336,39.23098648071289
2015-11-10,46.70397186279297,47.245115419876,46.49449972995397,47.192745721916495,55283700,MSFT,-0.012001800209508029,0.16428245845507064,0.3878813829218067,65.16947893492132,1.8479324950164795,1.8576323349508517,-0.009699839934372179,1.015124130460767,45.009425735473634,41.28331756591797,39.28204862594605
2015-11-11,46.826171875,47.30621582790265,46.660336148533766,46.86981162899119,36516300,MSFT,0.002616480083664552,0.15949585337193742,0.3868419825409959,65.73384822384891,1.7442401651343644,1.8349539009875542,-0.09071373585318976,0.9887495268113466,45.31359939575195,41.48982391357422,39.34000900268555
