Date,Close,High,Low,Open,Volume,Ticker
,MSFT,MSFT,MSFT,MSFT,MSFT,
2015-01-02,39.99869918823242,40.56326583298269,39.810512482054385,39.9131600729795,27913900,MSFT
2015-01-05,39.63087463378906,39.97303432554665,39.56244073757288,39.66508831878938,39673900,MSFT
2015-01-06,39.04920959472656,39.990153067542956,38.9551145948232,39.673654374047786,36447900,MSFT
2015-01-07,39.54533386230469,39.74207642721869,38.91233661225231,39.33148282264496,29114100,MSFT
2015-01-08,40.708683013916016,40.845547545323676,39.964482328331094,39.990143408248834,29645200,MSFT
2015-01-09,40.366519927978516,40.90542544632552,40.11845520896223,40.72579136124579,23944200,MSFT
2015-01-12,39.86184310913086,40.66592532090056,39.65654788369388,40.5632744450733,23651900,MSFT
2015-01-13,39.65654373168945,40.98241973944024,39.39992309520679,40.17834087496565,35270600,MSFT
2015-01-14,39.31437683105469,39.553892229515114,39.023539268223395,39.31437683105469,29719600,MSFT
2015-01-15,38.90378189086914,39.67364696159602,38.843903859046826,39.53678242270102,32750800,MSFT
2015-01-16,39.553890228271484,39.58810391508497,38.63860476496695,38.75836408969195,35695300,MSFT
2015-01-20,39.682212829589844,39.90461981906585,38.98078142544384,39.60522629678801,36161900,MSFT
2015-01-21,39.2801628112793,39.46835279630728,38.90378610433168,39.297271288382596,39081100,MSFT
2015-01-22,40.3151969909668,40.32374959637853,39.41702331977843,39.67364390253114,35898000,MSFT
2015-01-23,40.357975006103516,40.537609125383554,40.03292045947171,40.51194804066024,26211600,MSFT
2015-01-26,40.212547302246094,40.31519814878141,39.55388898407092,40.20399469658874,42525500,MSFT
2015-01-27,36.49154281616211,36.953461864455974,36.0210711616886,36.73961081577637,169164000,MSFT
2015-01-28,35.23409652709961,36.60274515461501,35.2084354462382,36.55997559881001,84507100,MSFT
2015-01-29,35.93552017211914,36.029615133084846,34.89192952358096,35.011685560043766,63585300,MSFT
2015-01-30,34.558326721191406,35.567703813695935,34.51555390598257,35.5420394719491,78004900,MSFT
2015-02-02,35.31108474731445,35.38807125674468,34.41291097936716,34.720857017088086,50352500,MSFT
2015-02-03,35.584815979003906,35.86710095163727,35.114344287723256,35.610480325766765,52082400,MSFT
2015-02-04,35.79011535644531,36.10661402770782,35.3795216918892,35.87565447956219,41614800,MSFT
2015-02-05,36.31192398071289,36.4744496713018,35.80723516317853,36.11518132480755,36548200,MSFT
2015-02-06,36.27769470214844,36.6027492361068,36.05529102929796,36.50865424497873,34616600,MSFT
2015-02-09,36.234920501708984,36.55997499404427,36.10660857330856,36.13227291685338,31381100,MSFT
2015-02-10,36.44023132324219,36.585651788764245,36.08096299038056,36.55999069730535,29670700,MSFT
2015-02-11,36.252037048339844,36.48299661302191,36.10661661289916,36.48299661302191,38262500,MSFT
2015-02-12,36.8593635559082,36.8593635559082,36.363227601435405,36.49153952431154,33268800,MSFT
2015-02-13,37.52659225463867,37.52659225463867,36.91070327042577,37.10744590207382,40264900,MSFT
2015-02-17,37.54381561279297,37.90564060476342,37.20783103782401,37.8797969014314,33695700,MSFT
2015-02-18,37.500728607177734,37.647183889282964,37.380120307990886,37.586879739689536,27111700,MSFT
2015-02-19,37.47488784790039,37.50073154651474,37.08721593703544,37.199210774914185,27603400,MSFT
2015-02-20,37.7850227355957,37.80225296224427,37.293972778265505,37.483498698740334,29721100,MSFT
2015-02-23,38.03486633300781,38.06932350925249,37.60412040980877,37.647194344862555,32518800,MSFT
2015-02-24,37.983184814453125,38.164097357179045,37.83672945629544,38.03487552080255,25271700,MSFT
2015-02-25,37.897029876708984,37.983177751607734,37.733344313538275,37.86256941221717,29759800,MSFT
2015-02-26,37.95733642578125,38.10378847955571,37.81088108567581,37.89703225230577,28957300,MSFT
2015-02-27,37.77641296386719,38.07793705647358,37.61273070993593,38.01763289521836,33807700,MSFT
2015-03-02,37.80226516723633,38.06932555068905,37.51797126524125,37.62134937218002,31924000,MSFT
2015-03-03,37.28535461425781,37.759177613382384,37.12167239676997,37.526574491902025,31748600,MSFT
2015-03-04,37.095848083496094,37.225069916506015,36.940779254819155,37.052770852828154,25748700,MSFT
2015-03-05,37.138916015625,37.25091088183509,36.889082578052786,37.104455551201774,23193500,MSFT
2015-03-06,36.492801666259766,37.138920666621786,36.31188913487789,37.0441560207557,36248800,MSFT
2015-03-09,36.914920806884766,37.15614073573164,36.34633637357403,36.34633637357403,32108000,MSFT
2015-03-10,36.20850372314453,36.79431848157429,36.20850372314453,36.484180869896086,39159700,MSFT
