Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2015-01-02,24.28858184814453,24.75733627662568,23.84870740573121,24.74622767701957,212818400,AAPL
2015-01-05,23.60433578491211,24.137516414569966,23.417723496745833,24.057539235374563,257142000,AAPL
2015-01-06,23.60655403137207,23.866478974309715,23.244434724352086,23.66875811738099,263188400,AAPL
2015-01-07,23.93757438659668,24.03754501696595,23.704307322488965,23.815386553981295,160423600,AAPL
2015-01-08,24.85730743408203,24.915069102408545,24.148621476140704,24.26636687175016,237458000,AAPL
2015-01-09,24.883962631225586,25.159438570127115,24.48407683690557,25.030586292520212,214798000,AAPL
2015-01-12,24.27081298828125,25.021708011060305,24.170842354175225,25.01504352811119,198603200,AAPL
2015-01-13,24.486295700073242,25.059464698823614,24.19526877908936,24.755107123145972,268367600,AAPL
2015-01-14,24.39299201965332,24.546280156950274,24.10418543326274,24.22415116784341,195826400,AAPL
2015-01-15,23.73096466064453,24.450757536747712,23.695420191359318,24.43742857263256,240056000,AAPL
2015-01-16,23.546571731567383,23.899804519790266,23.371066366906675,23.777616704224478,314053200,AAPL
2015-01-20,24.153066635131836,24.20860624689587,23.659874611477722,23.9575661169644,199599600,AAPL
2015-01-21,24.337451934814453,24.6729098782943,24.053087776165697,24.20415554688092,194303600,AAPL
2015-01-22,24.97060203552246,24.98615305419092,24.37521751446251,24.49518324201943,215185600,AAPL
2015-01-23,25.099456787109375,25.27051800940202,24.777326090029074,24.948389007255805,185859200,AAPL
2015-01-26,25.126115798950195,25.406035869763418,25.05946929299839,25.268297045568367,222460000,AAPL
2015-01-27,24.24636459350586,24.988374437627527,24.22192703698206,24.975043782747537,382274800,AAPL
2015-01-28,25.61708641052246,26.241352712133768,25.61708641052246,26.132493867924392,585908400,AAPL
2015-01-29,26.41463851928711,26.479064669460453,25.672628457751323,25.84146934458718,337745600,AAPL
2015-01-30,26.028079986572266,26.659009053947294,25.959209727294347,26.30355593888149,334982000,AAPL
2015-02-02,26.354652404785156,26.47461815338572,25.788149458261305,26.225801811044594,250956400,AAPL
2015-02-03,26.35909652709961,26.45684507806537,26.128051569930538,26.32577242554878,207662800,AAPL
2015-02-04,26.561260223388672,26.772311739909934,26.283562197650888,26.325772839941987,280598800,AAPL
2015-02-05,26.750839233398438,26.81551963785816,26.59694441928312,26.768680754030893,168984800,AAPL
2015-02-06,26.525577545166016,26.819983953766112,26.418519895846156,26.768685106844938,174826400,AAPL
2015-02-09,26.701772689819336,26.728535823049864,26.414057096227165,26.44082193108112,155559200,AAPL
2015-02-10,27.214750289916992,27.24374595062465,26.79990644538046,26.802135571878527,248034000,AAPL
2015-02-11,27.852632522583008,27.861554133931936,27.32180940949719,27.38202815907323,294247200,AAPL
2015-02-12,28.205032348632812,28.432529214905024,28.00653114859303,28.11581792463633,297898000,AAPL
2015-02-13,28.343313217163086,28.387919575872782,28.024372817680565,28.387919575872782,217088800,AAPL
