Date,Close,High,Low,Open,Volume,Ticker
,^IBEX,^IBEX,^IBEX,^IBEX,^IBEX,
2015-05-29,11217.587890625,11402.688283192478,11192.087917264222,11375.587725566293,327769600,IBEX35
2015-06-01,11238.087890625,11343.188366966791,11180.488341313128,11264.788058095346,194253900,IBEX35
2015-06-02,11271.388671875,11369.087789048206,11151.288210804747,11314.488236439815,232391400,IBEX35
2015-06-03,11267.587890625,11361.787987965565,11201.087959787636,11302.888635160789,227416500,IBEX35
2015-06-04,11146.087890625,11292.688322430053,11069.98836125936,11201.188418631025,239541800,IBEX35
2015-06-05,11061.9892578125,11127.88958444235,10984.088942835719,11061.489258298045,227463000,IBEX35
2015-06-08,10917.2890625,11056.088730614028,10917.2890625,11022.788958692208,205932600,IBEX35
2015-06-09,10938.0888671875,10944.989251035702,10749.98944254306,10894.989300140152,295299200,IBEX35
2015-06-10,11097.48828125,11138.388628684961,10854.388928583587,10879.88890165607,241562600,IBEX35
2015-06-11,11156.6884765625,11231.288007579727,11085.087965832665,11097.587952702943,243780700,IBEX35
2015-06-12,11030.4892578125,11159.288937066733,10932.588962528995,11124.489166269448,215491700,IBEX35
2015-06-15,10842.0888671875,10939.889551537972,10775.588933074689,10893.588816162082,223282600,IBEX35
2015-06-16,10871.3896484375,10895.48923399933,10659.689662309016,10765.989361960146,241068500,IBEX35
2015-06-17,10813.3896484375,10933.889528731066,10779.489291489635,10899.989171783203,189361600,IBEX35
2015-06-18,10871.8896484375,10888.389632134362,10654.289277504387,10788.489340217839,309136800,IBEX35
2015-06-19,10944.2890625,11029.088783953723,10880.789124827323,10890.689505734766,354736100,IBEX35
2015-06-22,11368.1884765625,11394.188449760764,11168.888877320413,11184.488470614775,353604700,IBEX35
2015-06-23,11402.48828125,11497.087793401657,11384.488299749233,11461.488220613626,271933300,IBEX35
2015-06-24,11321.888671875,11420.08778898375,11220.388776932727,11418.988180746903,272689800,IBEX35
2015-06-25,11308.388671875,11441.287948215544,11213.087989383974,11244.98834695101,294850600,IBEX35
2015-06-26,11372.2880859375,11434.788021533475,11199.888849526456,11238.68861423214,217127700,IBEX35
2015-06-29,10853.8896484375,11202.58852207724,10816.389685551534,11148.389356968617,463510800,IBEX35
2015-06-30,10769.4892578125,10954.489073281678,10723.189499307384,10811.58882519466,369234200,IBEX35
2015-07-01,10911.4892578125,11036.889524982933,10784.289187726445,10857.689506089999,310649600,IBEX35
2015-07-02,10846.3896484375,10960.689339923396,10835.489268608158,10931.989173035337,209127500,IBEX35
2015-07-03,10779.7890625,10860.689372506882,10729.989307438545,10835.689397419654,197292400,IBEX35
2015-07-06,10540.0888671875,10653.689337346323,10495.989302757642,10571.789030192009,353557100,IBEX35
2015-07-07,10345.9892578125,10588.489006026257,10332.08888162019,10554.889431537522,325139700,IBEX35
2015-07-08,10430.2890625,10478.689403277336,10324.289171669621,10364.689520686174,320299300,IBEX35
2015-07-09,10706.3896484375,10761.088812305445,10463.589110799865,10479.389876196268,306819800,IBEX35
2015-07-10,11036.0888671875,11069.789029697306,10896.889783929582,10958.189528949806,358655000,IBEX35
2015-07-13,11224.1884765625,11253.488250659215,11121.788192849757,11178.188524589306,306039600,IBEX35
2015-07-14,11258.2880859375,11258.2880859375,11140.7882082431,11220.087930387535,302647200,IBEX35
2015-07-15,11335.6884765625,11360.38864634015,11234.288190764359,11261.988357440632,208079200,IBEX35
2015-07-16,11510.587890625,11536.28805977256,11398.588004650337,11405.18858386789,282712200,IBEX35
2015-07-17,11480.6884765625,11550.988209492545,11472.58789889355,11550.988209492545,229032100,IBEX35
2015-07-20,11556.087890625,11612.587833329771,11499.388729372253,11506.88872176669,178798500,IBEX35
2015-07-21,11458.587890625,11579.688352712506,11432.087917726643,11571.888556001895,222068300,IBEX35
2015-07-22,11484.2880859375,11525.388629935353,11365.488402475085,11389.188573603553,261183800,IBEX35
2015-07-23,11441.888671875,11553.587776223094,11429.388684677451,11551.988168486407,229334700,IBEX35
2015-07-24,11309.2880859375,11460.287929470585,11300.888680578513,11415.38856193307,339313800,IBEX35
2015-07-27,11145.388671875,11264.188351651312,11136.688485710258,11252.688363742904,334763800,IBEX35
2015-07-28,11252.388671875,11293.988237926318,11168.087978419582,11179.488357171707,224447300,IBEX35
2015-07-29,11282.888671875,11325.587846276343,11185.788186789005,11309.988253103553,218993700,IBEX35
2015-07-30,11168.587890625,11362.38846852785,11117.587944137193,11347.688288639658,292611300,IBEX35
2015-07-31,11180.6884765625,11200.88865070271,11039.488429245184,11198.388653323016,278118300,IBEX35
2015-08-03,11265.888671875,11288.488257741967,11141.188606275206,11180.587979354574,278421700,IBEX35
2015-08-04,11150.48828125,11244.787986832005,11098.488335900016,11240.287991561332,409879000,IBEX35
2015-08-05,11279.48828125,11302.888647563343,11184.68857505403,11194.988369040626,255667300,IBEX35
2015-08-06,11253.587890625,11326.988204815716,11239.388686661121,11263.587880211666,209266300,IBEX35
2015-08-07,11178.1884765625,11263.98819130113,11176.78808740561,11244.88860194935,202368800,IBEX35
2015-08-10,11311.6884765625,11329.98826229168,11129.28827490154,11239.488356048309,174264900,IBEX35
2015-08-11,11152.2880859375,11319.08771535306,11137.788101173986,11278.488148639815,231916800,IBEX35
2015-08-12,10880.0888671875,11054.38947634609,10840.289101795317,11054.38947634609,308273600,IBEX35
2015-08-13,10947.8896484375,11057.088760040153,10938.489267036255,11030.788981158279,213797500,IBEX35
2015-08-14,10879.2890625,11034.288909453473,10851.588894538589,10952.389576258205,221082000,IBEX35
2015-08-17,10900.2890625,11023.288941284154,10774.389772510704,10983.088785588732,202495900,IBEX35
2015-08-18,10897.8896484375,10952.18939960105,10846.088918248135,10877.989277428547,167048400,IBEX35
2015-08-19,10782.3896484375,10905.28894005894,10776.789068079699,10843.689392053813,229362100,IBEX35
2015-08-20,10586.9892578125,10797.489044226926,10564.789085025612,10748.189289561882,292081300,IBEX35
2015-08-21,10271.689453125,10576.189134677612,10270.189454693707,10434.389478284947,336668200,IBEX35
2015-08-24,9756.58984375,10077.989912677296,9502.390879434366,9973.690212386084,637103700,IBEX35
2015-08-25,10115.390625,10168.089792873041,9819.890910282053,9880.390851874052,448305600,IBEX35
2015-08-26,9984.490234375,10132.890479852766,9875.390731707985,10005.790018229618,345702900,IBEX35
2015-08-27,10290.189453125,10357.288992453105,10176.189572132342,10229.58893044991,332907900,IBEX35
2015-08-28,10352.8896484375,10352.8896484375,10235.689574732127,10322.689484460774,202082600,IBEX35
2015-08-31,10258.9892578125,10319.088804257266,10190.389720268075,10297.189413125618,184683800,IBEX35
2015-09-01,9992.7900390625,10148.49008221447,9921.089913820175,10136.089703707952,286174100,IBEX35
2015-09-02,9938.2900390625,10071.08971325755,9855.790120129088,10009.690359527667,278087000,IBEX35
2015-09-03,10042.390625,10118.69035549057,9945.890718840394,10023.790057150441,311827100,IBEX35
2015-09-04,9821.7900390625,9950.789910800302,9737.89070841956,9946.990109890874,325761700,IBEX35
2015-09-07,9805.390625,9931.789913175822,9796.589852515082,9893.490146632765,170275700,IBEX35
2015-09-08,9866.1904296875,9987.690309426062,9857.589852262912,9860.290044902742,222434100,IBEX35
2015-09-09,10037.7900390625,10192.990083383056,10031.08985026852,10078.789999174214,263822000,IBEX35
2015-09-10,9858.990234375,9989.690300225171,9839.99025319505,9929.190360152174,260439000,IBEX35
2015-09-11,9737.890625,9885.990085853738,9722.690444930971,9876.990094879364,261365400,IBEX35
2015-09-14,9696.390625,9836.890483496942,9685.58985462789,9764.789970174768,213979200,IBEX35
2015-09-15,9782.490234375,9834.789986852915,9620.690591208197,9708.290113134699,275760300,IBEX35
2015-09-16,9976.7900390625,9982.990228306042,9842.990365342719,9869.490339403634,286866000,IBEX35
2015-09-17,10106.58984375,10141.790005049883,9988.890738728305,10014.99032288424,344891500,IBEX35
2015-09-18,9847.1904296875,10050.289837645389,9801.690474810574,10048.589644018999,557110300,IBEX35
2015-09-21,9856.7900390625,9951.9901400554,9820.290075224877,9826.08987416622,220604700,IBEX35
2015-09-22,9550.1904296875,9857.789724524337,9528.190452183757,9856.089530950383,335148000,IBEX35
2015-09-23,9474.58984375,9659.089653582829,9463.89063602786,9528.990178303626,386536600,IBEX35
2015-09-24,9291.390625,9540.19016818918,9231.290102230565,9492.089632807276,405846400,IBEX35
2015-09-25,9519.490234375,9575.28998182,9430.190521296136,9444.190506934168,317510500,IBEX35
2015-09-28,9394.1904296875,9598.58963126911,9357.390663254784,9500.890514081128,284114700,IBEX35
2015-09-29,9393.890625,9514.390499731713,9264.390759624424,9280.39074299129,303210600,IBEX35
2015-09-30,9559.890625,9606.289991664591,9491.089914031341,9580.589822605343,277069000,IBEX35
2015-10-01,9567.2900390625,9717.990080550868,9543.790063049642,9668.890521293286,273444200,IBEX35
2015-10-02,9603.58984375,9688.089757824373,9428.790216811407,9650.390577409627,280401400,IBEX35
2015-10-05,9971.2900390625,9980.890615597442,9731.49046922853,9777.290229060924,332672200,IBEX35
2015-10-06,10103.2900390625,10138.19039595356,9909.490421697583,9996.490337605317,281156000,IBEX35
2015-10-07,10169.9892578125,10289.788935959983,10119.889701355827,10176.088860744712,369632100,IBEX35
2015-10-08,10181.189453125,10190.289052899,10063.189577626836,10137.789108291765,300043500,IBEX35
2015-10-09,10309.5888671875,10354.088820820292,10224.889736690675,10279.088898967271,365518500,IBEX35
2015-10-12,10246.3896484375,10378.989118796864,10208.489297546756,10318.788986597434,222784500,IBEX35
2015-10-13,10115.2900390625,10229.289929003355,10049.790102298237,10227.390516774609,259780200,IBEX35
2015-10-14,10037.58984375,10128.990145451156,9992.39066897452,10065.390597952497,253688800,IBEX35
2015-10-15,10101.6904296875,10132.690399718844,10055.089888800223,10132.089814361949,239299900,IBEX35
2015-10-16,10231.4892578125,10243.989244688584,10153.088949501109,10174.88970786218,246079200,IBEX35
2015-10-19,10207.2890625,10310.389539934189,10164.689497956933,10221.48924286818,186379800,IBEX35
2015-10-20,10100.58984375,10216.990121834893,10055.089887741045,10196.789946052671,218586200,IBEX35
2015-10-21,10157.4892578125,10188.289029927293,10003.98942014829,10126.088900395365,208277800,IBEX35
2015-10-22,10365.3896484375,10402.489219364303,10109.489523014989,10130.089111041574,272762700,IBEX35
2015-10-23,10476.2890625,10591.889529902981,10418.189512699173,10449.689480399706,344634400,IBEX35
2015-10-26,10478.2890625,10517.588826897962,10408.588938643039,10473.88965294771,248738200,IBEX35
2015-10-27,10322.3896484375,10458.189311802545,10300.68947570769,10458.189311802545,243678900,IBEX35
2015-10-28,10421.8896484375,10440.08884842898,10296.789191445192,10320.989361813774,218571200,IBEX35
2015-10-29,10397.189453125,10455.189393200513,10298.088969576322,10451.789006088733,254878400,IBEX35
2015-10-30,10360.689453125,10405.689406468073,10258.689558880702,10394.18941839151,294535100,IBEX35
2015-11-02,10418.189453125,10463.489211103952,10259.089031235828,10279.289205719942,265782300,IBEX35
2015-11-03,10465.189453125,10465.189453125,10375.389740614077,10398.588935550833,284752700,IBEX35
2015-11-04,10473.4892578125,10631.588705031998,10453.989277812754,10524.789009884149,308326500,IBEX35
2015-11-05,10431.189453125,10552.689328002698,10384.98930539007,10483.889594166145,252121000,IBEX35
2015-11-06,10453.189453125,10500.289014098284,10318.489396236593,10425.789090657896,300129500,IBEX35
2015-11-09,10325.189453125,10476.889490610833,10322.889650830182,10451.588735683395,260461100,IBEX35
2015-11-10,10336.7890625,10376.289021450892,10244.289158627656,10363.98922954557,213290500,IBEX35
2015-11-11,10377.189453125,10463.088778266829,10344.189487285677,10345.08890041713,205122100,IBEX35
2015-11-12,10143.9892578125,10368.989019544342,10113.389680841556,10350.588648404797,276463500,IBEX35
2015-11-13,10111.390625,10201.190342958542,10012.290134774184,10118.290032399023,229553700,IBEX35
2015-11-16,10124.4892578125,10158.088831538005,10005.189579703188,10012.389767376215,172141400,IBEX35
2015-11-17,10363.7890625,10375.98924516687,10199.58903738273,10214.58902183507,246057800,IBEX35
2015-11-18,10261.0888671875,10307.389599965923,10226.4892940343,10283.989233838432,257182700,IBEX35
2015-11-19,10354.689453125,10408.389592727768,10325.68948321022,10340.489272544086,272118200,IBEX35
2015-11-20,10290.2890625,10384.989158953646,10247.588911762829,10373.189366584125,231927700,IBEX35
2015-11-23,10277.3896484375,10307.689421454912,10206.78913629344,10262.289078283498,184507500,IBEX35
2015-11-24,10207.189453125,10231.289037137265,10045.589037258014,10231.289037137265,219025200,IBEX35
2015-11-25,10227.2890625,10247.088846390885,10083.089018647373,10184.189498394435,418774800,IBEX35
2015-11-26,10332.2890625,10352.889627019678,10174.789226248105,10217.28918206211,268316400,IBEX35
2015-11-27,10310.689453125,10390.689369777121,10264.489305946105,10285.789088442434,200143600,IBEX35
2015-11-30,10386.8896484375,10430.289017616096,10275.889763234289,10298.989348719551,258600500,IBEX35
2015-12-01,10379.189453125,10469.189359977468,10344.889683936857,10409.889616663639,208114000,IBEX35
2015-12-02,10341.9892578125,10446.989148749486,10323.489277028364,10411.889575832289,233402800,IBEX35
2015-12-03,10092.890625,10476.589472492726,10083.290048351775,10353.390372947051,355470500,IBEX35
2015-12-04,10078.6904296875,10131.490183215317,9931.08998676566,10046.089875337912,289629100,IBEX35
2015-12-07,10042.390625,10158.190317079217,10021.890644935007,10138.990140437742,219572700,IBEX35
2015-12-08,9837.08984375,10031.190236997214,9790.39067135991,10028.990043868924,221179300,IBEX35
2015-12-09,9835.490234375,9932.08974783667,9713.190551118441,9865.290009474404,250831100,IBEX35
2015-12-10,9778.6904296875,9872.490140700616,9719.390684220514,9779.39062430074,258205300,IBEX35
2015-12-11,9630.6904296875,9791.589680596408,9606.79006329773,9772.890480807599,263237400,IBEX35
2015-12-14,9428.490234375,9732.089529294897,9428.490234375,9657.98999666901,273724800,IBEX35
2015-12-15,9711.58984375,9747.490198274896,9492.490454693456,9496.290255560012,302446400,IBEX35
2015-12-16,9710.990234375,9817.3905180011,9635.690505410872,9762.49018258531,342148400,IBEX35
2015-12-17,9878.490234375,10000.390504492483,9850.890652284246,9909.089813500032,324197600,IBEX35
2015-12-18,9717.08984375,9874.190271802383,9644.890697559767,9794.089766365476,408984200,IBEX35
2015-12-21,9365.7900390625,9558.190229073552,9365.7900390625,9520.490073070667,356508800,IBEX35
2015-12-22,9415.58984375,9456.289996849273,9351.790105234066,9451.79000151656,220106900,IBEX35
2015-12-23,9640.990234375,9661.890603829439,9503.890763871836,9505.589980900653,236264000,IBEX35
2015-12-24,9682.890625,9706.190406188636,9653.08987380538,9662.990254445407,70619000,IBEX35
2015-12-28,9552.490234375,9724.8904487532,9532.990254310063,9675.589717903926,137892200,IBEX35
2015-12-29,9670.390625,9677.690422315814,9606.390689630209,9611.690488965718,147769300,IBEX35
2015-12-30,9641.890625,9696.390569800658,9607.890659436287,9649.990226171456,141292900,IBEX35
2015-12-31,9544.1904296875,9615.589770694123,9538.790044588179,9604.190368295504,79920900,IBEX35
2016-01-04,9313.1904296875,9440.890491096274,9263.690481592155,9429.789916798612,279173100,IBEX35
2016-01-05,9335.1904296875,9446.190313569543,9260.190508145579,9431.49013363503,208637600,IBEX35
2016-01-06,9197.390625,9330.289897952427,9122.589923172049,9330.289897952427,288658500,IBEX35
2016-01-07,9059.291015625,9102.991168540873,8889.691570790483,8973.791098574551,395763700,IBEX35
2016-01-08,8909.19140625,9137.990985222987,8909.19140625,9093.290834007914,310720000,IBEX35
2016-01-11,8886.0908203125,9021.991076521155,8835.090870755575,8849.89163736642,301412900,IBEX35
2016-01-12,8915.3916015625,9041.491086624816,8818.891696695022,8867.89164838939,297575500,IBEX35
2016-01-13,8934.4912109375,9073.991073708308,8877.89165724077,8998.491147979305,300798700,IBEX35
2016-01-14,8787.69140625,8854.49114412734,8662.191531769455,8852.49114612765,329170700,IBEX35
2016-01-15,8543.5908203125,8796.391341498596,8491.891654747069,8769.391369274323,458709500,IBEX35
2016-01-18,8469.291015625,8627.090656554883,8427.291059210731,8525.491152615437,281055300,IBEX35
2016-01-19,8554.8916015625,8656.891496770588,8527.491239087885,8624.290944326007,298446300,IBEX35
2016-01-20,8281.3916015625,8398.391477390227,8205.991290960046,8390.191290780607,371165600,IBEX35
2016-01-21,8444.19140625,8502.491150256723,8277.090994237496,8311.791153432641,358233200,IBEX35
2016-01-22,8722.8916015625,8795.691332898019,8565.69156464254,8637.99129648185,374439300,IBEX35
2016-01-25,8567.69140625,8763.191205698897,8525.89164444228,8763.191205698897,263311000,IBEX35
2016-01-26,8692.4912109375,8697.991205376402,8402.291309048946,8426.091089672256,422229300,IBEX35
2016-01-27,8740.9912109375,8740.9912109375,8608.89173438846,8676.090885569745,225518600,IBEX35
2016-01-28,8590.5908203125,8811.391375660705,8516.791091129753,8697.79090594823,354355700,IBEX35
2016-01-29,8815.791015625,8815.791015625,8671.590964075353,8728.191493583929,402067900,IBEX35
2016-02-01,8788.4912109375,8896.491102930588,8718.391671666597,8849.290954821305,320614100,IBEX35
2016-02-02,8528.69140625,8772.490959695027,8478.491262670195,8767.990964332403,385374100,IBEX35
2016-02-03,8314.4912109375,8519.691189337696,8180.391255035311,8510.290808649628,432076300,IBEX35
2016-02-04,8468.0908203125,8521.691350617813,8286.991398901253,8437.090852487481,375804500,IBEX35
2016-02-05,8499.4912109375,8614.991091502625,8411.291106830015,8477.090843476031,412587000,IBEX35
2016-02-08,8122.091796875,8540.891661830112,8083.391641114075,8537.89166489611,352121500,IBEX35
2016-02-09,7927.59228515625,8212.59151601337,7861.992252147656,8128.9919890242045,484316800,IBEX35
2016-02-10,8143.69189453125,8249.791395760121,7920.891828660312,8013.791636312245,386483800,IBEX35
2016-02-11,7746.2919921875,8047.291688615142,7746.2919921875,8047.291688615142,461010900,IBEX35
2016-02-12,7920.7919921875,7920.7919921875,7771.1925303666585,7849.89215977425,385245700,IBEX35
2016-02-15,8179.19189453125,8217.491660349631,8081.391700816562,8132.991746105696,304548800,IBEX35
